,Image,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise
736,9821,False,False,False,False,False,False,False
737,565,True,False,False,True,False,False,False
738,7951,False,False,False,False,False,False,False
739,8687,False,False,False,False,False,False,False
740,5151,False,False,False,False,False,False,False
741,9257,False,False,False,False,False,False,False
742,5526,False,False,False,False,True,False,False
743,4377,False,False,False,True,False,False,False
744,6075,False,False,False,False,False,False,False
745,8362,False,False,False,False,False,False,False
746,850,False,False,False,False,False,False,False
747,10531,False,False,False,False,False,False,False
748,7375,False,False,False,False,True,False,False
749,10603,False,False,False,False,False,False,False
750,8142,False,False,False,False,False,False,False
751,6623,False,False,False,False,False,False,False
752,7279,False,False,False,False,False,False,False
753,9039,False,False,False,False,False,False,False
754,4344,False,False,False,True,False,False,False
755,7297,False,False,False,False,False,False,False
756,6797,False,False,False,False,False,False,False
757,6795,False,False,False,False,False,False,False
758,2582,False,False,False,False,False,False,False
759,1864,False,False,False,False,False,False,False
760,8522,False,False,False,False,False,False,False
761,8224,False,False,False,False,False,False,False
762,321,False,False,False,False,False,False,False
763,4043,False,False,False,True,False,False,False
764,426,False,False,False,False,False,False,False
765,427,False,False,False,False,False,False,False
766,3771,False,False,False,True,False,False,False
767,8903,False,False,False,False,True,False,False
768,2088,False,False,False,False,False,False,False
769,9881,False,False,False,False,False,False,False
770,9032,False,False,False,False,False,False,False
771,6176,False,False,False,False,False,False,False
772,1261,False,False,False,False,False,False,False
773,8971,False,False,False,True,False,False,False
774,4767,False,False,False,False,False,False,False
775,80,False,False,False,False,False,False,False
776,3529,False,False,False,True,False,False,False
777,1195,True,False,False,False,False,False,False
778,4797,False,False,False,False,False,False,False
779,3781,True,False,False,False,False,False,False
780,335,False,False,False,False,False,False,False
781,1617,False,False,False,False,False,False,False
782,3023,False,False,False,True,False,False,False
783,10687,False,False,False,False,False,False,False
784,1851,False,False,False,False,False,False,False
785,2236,False,False,False,False,False,False,False
786,856,False,False,False,False,False,False,False
787,2791,False,False,False,False,False,False,False
788,5894,False,False,False,False,False,False,False
789,2348,False,False,False,False,False,False,False
790,4007,False,False,False,True,False,False,False
791,330,False,False,False,False,False,False,False
792,9453,False,False,False,False,False,False,False
793,8793,False,False,False,False,False,False,False
794,895,False,False,False,False,False,False,False
795,7779,False,False,False,False,False,False,False
796,291,False,False,False,False,False,False,False
797,6244,False,False,False,False,False,False,False
798,1896,True,False,False,False,False,False,False
799,5822,False,False,False,True,False,False,False
800,3412,False,False,False,True,False,False,False
801,1458,False,False,False,False,False,False,False
802,4775,False,False,False,False,False,False,False
803,10563,False,False,False,False,False,False,False
804,5651,False,False,False,False,False,False,False
805,457,False,False,False,False,False,False,False
806,2625,False,False,False,False,False,False,False
807,8723,False,False,False,False,False,False,False
808,4279,False,False,False,False,False,False,False
809,6851,False,False,False,False,False,False,False
810,2498,False,False,False,False,True,False,False
811,7582,False,False,False,False,False,False,False
812,31,False,False,False,False,False,False,False
813,4210,False,False,False,True,False,False,False
814,6899,False,False,False,False,False,False,False
815,5302,False,False,False,False,False,False,False
816,10720,False,False,False,False,False,False,False
817,7850,False,False,False,False,False,True,False
818,5792,False,False,False,False,False,False,False
819,10745,False,False,False,False,False,False,False
820,9807,False,False,False,False,False,False,False
821,5117,False,False,False,True,False,False,False
822,9353,False,False,False,False,False,False,False
823,8624,False,False,False,False,False,False,False
824,10190,False,False,False,False,False,False,False
825,5038,False,False,False,False,False,False,False
826,10646,False,False,False,False,False,False,False
827,7786,False,False,False,False,False,False,False
828,7135,False,False,False,False,True,False,False
829,3737,False,False,False,False,False,False,False
830,6535,False,False,False,False,False,False,False
831,1523,False,False,False,False,False,False,False
832,10111,True,False,False,False,False,False,False
833,9621,False,False,False,False,False,False,False
834,4562,False,False,False,True,False,False,False
835,4453,False,False,False,True,False,False,False
836,7795,False,False,False,False,False,False,False
837,2984,False,False,False,True,False,False,False
838,3677,False,False,False,False,False,False,False
839,373,False,False,False,True,False,False,False
840,7234,False,False,False,False,False,False,False
841,10741,False,False,False,False,False,False,False
842,8833,False,False,False,False,False,False,False
843,7944,False,False,False,True,False,False,False
844,5333,False,False,False,False,False,False,False
845,10064,False,False,False,False,False,False,True
846,3989,False,False,False,False,False,False,False
847,3143,False,False,False,True,False,False,False
848,3307,False,False,False,True,False,False,False
849,3378,False,False,False,False,False,False,False
850,169,False,False,False,False,False,False,False
851,3355,False,False,False,False,False,False,False
852,9426,False,False,False,False,False,False,False
853,10322,False,False,False,False,False,False,False
854,3542,False,False,False,False,False,False,False
855,8638,False,False,False,False,False,False,False
856,6984,False,False,False,False,False,False,False
857,1277,False,False,False,False,False,False,False
858,6584,False,False,False,False,False,False,False
859,7318,False,False,False,False,False,False,False
860,2109,True,False,False,False,False,False,False
861,6189,False,False,False,False,False,False,False
862,2522,False,False,False,False,False,False,False
863,9937,False,False,False,False,False,False,True
864,4843,False,False,False,True,False,False,False
865,5046,False,False,False,False,False,False,False
866,4794,False,False,False,False,False,False,False
867,5431,False,False,False,False,False,False,False
868,1142,False,False,False,True,False,False,False
869,7439,False,False,False,False,False,False,False
870,6774,False,False,False,False,False,False,False
871,315,False,False,False,False,False,False,False
872,4461,False,False,False,True,False,False,False
873,1285,False,False,False,False,False,False,False
874,4246,False,False,False,False,False,False,False
875,7136,False,False,False,False,False,False,True
876,10406,False,False,False,False,False,False,False
877,9159,False,False,False,False,False,False,False
878,7797,False,False,False,False,False,False,False
879,5106,False,False,False,True,False,False,False
880,9075,False,False,False,True,False,True,False
881,8517,False,False,False,False,False,False,False
882,4702,False,False,False,True,False,False,False
883,7955,False,False,False,False,False,False,False
884,1208,False,False,False,False,False,False,False
885,8456,False,False,False,True,False,False,False
886,10534,False,False,False,False,False,False,False
887,7946,False,False,False,False,False,False,False
888,8454,False,False,False,False,False,False,False
889,2813,False,False,False,False,False,False,False
890,47,False,False,False,False,False,False,False
891,10298,False,False,False,False,True,False,True
892,1113,False,False,False,False,False,False,False
893,3021,False,False,False,True,False,False,False
894,4700,False,False,False,False,False,False,False
895,4872,False,False,False,False,False,False,False
896,2069,False,False,False,False,False,False,False
897,1217,False,False,False,False,False,False,False
898,6248,False,False,False,False,False,False,False
899,10446,False,False,False,False,False,False,False
900,3290,False,False,False,False,False,False,False
901,3669,False,False,False,True,False,True,False
902,10017,False,False,False,False,False,False,True
903,6946,False,False,False,False,False,False,True
904,9096,False,False,False,True,False,False,False
905,1149,False,False,False,False,False,False,False
906,1041,False,False,False,False,False,False,False
907,8889,False,False,False,False,False,False,False
908,7748,False,False,False,False,False,False,False
909,1683,False,False,False,False,False,False,False
910,5830,False,False,False,False,False,False,False
911,713,False,False,False,False,False,False,False
912,6452,False,False,False,True,False,False,False
913,8931,False,False,False,False,False,False,False
914,2119,False,False,False,False,False,False,False
915,5286,False,False,False,False,False,False,False
916,2574,False,False,False,True,False,False,False
917,2392,False,False,False,False,False,False,False
918,7500,False,False,False,False,False,False,False
919,3037,False,False,False,False,False,False,False
920,7366,False,False,False,False,False,False,False
921,6750,False,False,False,False,False,False,False
922,4071,False,False,False,True,False,False,False
923,8772,False,False,False,True,False,False,False
924,9120,False,False,False,False,False,False,False
925,7928,False,False,False,False,False,False,False
926,10598,True,False,False,False,False,False,False
927,6826,False,False,False,False,False,False,False
928,1157,False,False,False,False,False,False,False
929,3931,False,False,False,False,False,False,False
930,8548,False,False,False,False,True,False,False
931,5403,False,False,False,False,False,False,False
932,6646,False,False,False,False,False,False,False
933,9147,False,False,False,False,False,False,False
934,9157,False,False,False,True,False,False,False
935,10046,False,False,False,False,False,False,False
936,6889,False,False,False,False,False,False,False
937,5306,False,False,False,False,False,False,False
938,532,False,False,False,True,False,False,False
939,8602,False,False,False,False,False,False,False
940,5288,False,False,False,False,False,False,False
941,10207,False,False,False,False,False,False,False
942,5058,False,False,False,False,False,False,False
943,5362,False,False,False,False,False,False,False
944,5862,False,False,False,False,False,False,False
945,1634,False,False,False,False,False,False,False
946,2759,False,False,False,False,False,False,False
947,1180,False,False,False,False,False,False,False
948,3050,False,False,False,True,False,False,False
949,2926,False,False,False,False,False,False,True
950,2478,False,False,False,True,False,False,False
951,7176,False,False,False,False,False,False,False
952,5817,False,False,False,False,False,False,False
953,2360,False,False,False,False,False,False,False
954,4226,False,False,False,False,False,False,False
955,5998,False,False,False,False,False,False,False
956,7647,False,False,False,False,False,False,False
957,5728,False,False,False,False,False,False,False
958,3995,False,False,False,True,False,False,False
959,10601,False,False,False,False,False,False,False
960,958,False,False,False,False,False,False,False
961,2802,False,False,False,False,False,False,False
962,8807,False,False,False,False,False,False,False
963,733,False,False,False,False,False,False,False
964,4694,False,False,False,False,False,False,False
965,3405,False,False,False,True,False,False,False
966,9666,False,False,False,False,True,False,False
967,2184,True,False,False,False,False,False,False
968,1056,False,False,False,False,False,False,False
969,710,False,False,False,False,False,False,True
970,8088,False,False,False,False,False,False,False
971,2485,False,False,False,False,False,False,False
972,4948,False,False,False,True,False,False,False
973,4366,False,False,False,True,False,False,False
974,2167,False,False,False,False,True,False,False
975,216,False,False,False,False,False,False,False
976,1118,False,False,False,False,False,False,False
977,9805,False,False,False,False,False,False,False
978,4414,False,False,False,True,False,False,False
979,5082,False,False,False,True,False,False,False
980,1383,False,False,False,False,False,False,False
981,10671,False,False,False,False,False,False,False
982,1862,False,False,False,False,False,False,False
983,4921,False,False,False,True,False,False,False
984,542,False,False,False,False,False,False,True
985,8685,False,True,False,False,False,False,False
986,7816,False,False,False,False,False,False,False
987,1254,False,False,False,False,False,False,False
988,7883,False,False,True,False,False,False,False
989,8160,False,False,False,False,False,False,False
990,10780,False,False,False,False,False,False,False
991,2585,False,False,False,False,False,False,False
992,3184,False,False,False,False,False,False,False
993,4052,False,False,False,True,True,False,False
994,4676,False,False,False,False,False,False,False
995,3625,False,False,False,False,False,False,False
996,7337,False,False,False,False,False,False,False
997,624,False,False,False,False,False,False,False
998,5593,False,False,False,False,False,False,False
999,5803,False,False,False,False,False,False,False
1000,6711,False,False,False,False,False,False,True
1001,4047,False,False,False,True,False,False,False
1002,4031,False,False,False,True,False,False,False
1003,5829,False,False,False,False,False,False,False
1004,10043,False,False,False,False,False,False,False
1005,1453,False,False,False,False,False,False,False
1006,7913,False,False,False,False,False,False,False
1007,6073,False,False,False,False,False,False,False
1008,2227,False,False,False,False,False,False,False
1009,3448,False,False,False,True,False,False,False
1010,621,False,False,False,False,False,False,False
1011,6959,False,False,False,False,False,False,False
1012,4884,False,False,False,False,False,False,False
1013,9210,False,False,False,False,False,False,False
1014,5836,False,False,False,False,False,False,False
1015,2039,False,False,False,False,False,False,False
1016,3279,False,False,False,False,False,False,False
1017,2270,False,False,False,False,False,False,False
1018,5137,False,False,False,True,False,False,False
1019,3433,False,False,False,True,False,False,False
1020,8525,False,False,False,False,False,True,False
1021,1250,True,False,False,False,False,False,False
1022,3745,False,False,False,True,False,False,False
1023,4533,False,False,False,False,False,False,False
1024,7359,False,False,False,False,False,False,False
1025,9895,False,False,False,False,False,False,True
1026,295,False,False,False,False,False,False,False
1027,2963,False,False,False,True,False,False,False
1028,286,False,False,False,False,False,False,False
1029,210,False,False,False,True,False,False,False
1030,6717,False,False,False,False,False,False,False
1031,3660,False,False,False,True,False,False,False
1032,6475,False,False,False,False,False,False,False
1033,6654,False,False,False,False,False,False,False
1034,7744,False,False,False,False,False,False,False
1035,549,False,False,False,False,False,False,False
1036,3063,False,False,False,True,False,False,False
1037,676,False,False,False,False,False,False,False
1038,6876,False,False,False,False,True,False,False
1039,3692,False,False,False,True,False,False,False
1040,2629,False,False,False,False,False,False,False
1041,9178,False,False,False,False,False,False,False
1042,10336,False,False,False,False,False,False,True
1043,5331,False,False,False,False,False,False,False
1044,7825,False,False,False,False,False,False,False
1045,9769,False,False,False,False,False,False,False
1046,3942,False,False,False,False,False,False,False
1047,3601,False,False,False,True,False,False,False
1048,6901,False,False,False,False,False,False,False
1049,5174,False,False,False,False,False,False,False
1050,2495,False,False,False,False,False,False,True
1051,10408,False,False,False,False,False,False,False
1052,1454,False,False,False,False,False,False,False
1053,4874,False,False,False,True,False,False,False
1054,9812,False,False,False,False,False,False,False
1055,4275,False,False,False,True,False,False,False
1056,1509,False,False,False,False,False,False,False
1057,6120,False,False,False,False,False,False,False
1058,3305,False,False,False,False,False,False,False
1059,1245,False,False,False,True,False,False,False
1060,10422,False,False,False,False,False,False,False
1061,1744,False,False,False,False,False,False,False
1062,1740,True,False,False,False,False,False,False
1063,8252,False,False,False,False,False,False,False
1064,3387,False,False,False,True,False,False,False
1065,8057,False,False,False,True,False,False,False
1066,6670,False,False,False,False,False,False,False
1067,9835,False,False,False,False,False,False,False
1068,3441,False,False,False,True,False,False,False
1069,8236,False,False,False,True,False,False,False
1070,3838,False,False,False,True,False,False,False
1071,7332,False,False,False,False,False,False,False
1072,7316,False,False,False,False,False,False,False
1073,8112,False,False,False,False,False,False,False
1074,5019,False,False,False,False,False,False,False
1075,10738,False,False,False,False,False,False,False
1076,2145,False,False,False,False,False,False,True
1077,1406,False,False,False,False,False,False,False
1078,106,False,False,False,False,False,False,False
1079,6388,False,False,False,False,False,False,False
1080,7333,False,False,False,False,True,False,False
1081,590,False,False,False,False,False,False,False
1082,6061,False,False,False,False,False,False,False
1083,3369,False,False,False,False,False,False,False
1084,2216,False,False,False,False,False,False,False
1085,7344,False,False,False,False,False,False,False
1086,4519,False,False,False,False,False,False,False
1087,10187,False,False,False,False,False,False,False
1088,10051,False,False,False,False,False,False,False
1089,2492,False,False,False,False,False,False,False
1090,10453,False,False,False,False,False,False,False
1091,8748,False,False,False,False,False,False,False
1092,10746,False,False,False,False,False,False,True
1093,2913,False,False,False,False,False,False,False
1094,7879,False,False,False,False,False,False,False
1095,2692,False,False,False,False,False,False,False
1096,3721,False,False,False,True,False,False,False
1097,6658,False,False,False,False,False,False,False
1098,9458,False,False,False,False,False,False,False
1099,8542,False,False,False,False,False,False,False
1100,1662,False,False,False,False,False,False,False
1101,8075,False,False,False,False,False,False,False
1102,7171,False,False,False,False,False,False,False
1103,8698,False,False,False,False,False,False,False
1104,10275,False,False,False,False,False,False,False
1105,3540,False,False,False,True,False,False,False
1106,29,False,False,False,False,False,False,False
1107,2807,False,False,False,False,False,False,False
1108,2932,False,False,False,False,False,False,False
1109,5695,False,False,False,False,False,False,False
1110,5537,False,False,False,False,False,False,False
1111,3519,False,False,False,True,False,False,False
1112,1766,False,False,False,False,False,False,False
1113,568,False,False,False,False,False,False,True
1114,3015,False,False,False,False,False,False,False
1115,5826,False,False,False,False,False,False,False
1116,6864,False,False,False,False,False,False,False
1117,217,False,False,False,False,True,False,False
1118,3912,False,False,False,False,False,False,False
1119,10072,False,False,False,False,False,False,False
1120,108,False,False,False,False,False,False,False
1121,2030,False,False,False,False,False,False,False
1122,3570,False,False,False,False,False,False,False
1123,3495,False,False,False,False,False,False,False
1124,5474,False,False,False,False,False,False,False
1125,3043,False,False,False,True,False,False,False
1126,7791,False,False,False,False,False,False,False
1127,2589,False,False,False,False,False,False,False
1128,5969,False,False,False,False,False,False,False
1129,9918,False,False,False,False,False,False,False
1130,8209,False,False,False,False,False,False,False
1131,1090,False,False,False,False,False,False,False
1132,8938,False,False,False,True,False,False,False
1133,3148,False,False,False,True,False,False,False
1134,8048,False,False,False,False,False,False,False
1135,2691,False,False,False,False,False,False,False
1136,6785,False,False,False,False,False,False,False
1137,1498,False,False,False,False,False,False,False
1138,3247,False,False,False,True,False,False,False
1139,3562,False,False,False,False,False,False,False
1140,1501,False,False,False,False,False,False,False
1141,3999,False,False,False,True,False,False,False
1142,9535,False,False,False,False,False,False,True
1143,3937,False,False,False,True,False,False,False
1144,6550,False,False,False,False,False,False,False
1145,5382,False,False,False,False,False,False,False
1146,5358,False,False,False,False,False,False,False
1147,2012,False,False,False,False,False,False,False
1148,7396,False,False,False,False,False,False,False
1149,576,False,False,False,False,False,False,True
1150,10376,False,False,False,False,False,False,False
1151,4302,False,False,False,True,False,False,False
1152,1670,False,False,False,False,False,False,False
1153,7506,False,False,False,False,False,False,False
1154,10545,False,False,False,False,False,False,False
1155,7802,False,False,False,False,False,False,False
1156,10425,False,False,False,False,False,False,False
1157,8968,False,False,False,False,False,False,False
1158,9799,False,False,False,False,False,False,False
1159,3468,False,False,False,True,False,False,False
1160,1954,False,False,False,False,False,False,False
1161,9342,False,False,False,False,False,False,False
1162,4771,False,False,False,True,False,False,False
1163,6749,False,False,False,False,False,False,True
1164,718,False,False,False,False,False,False,False
1165,6377,False,False,False,False,False,False,False
1166,9764,False,False,False,False,False,False,False
1167,736,False,False,False,False,False,False,False
1168,735,False,False,False,False,False,False,False
1169,3614,False,False,False,False,False,False,False
1170,8495,False,False,False,False,False,False,False
1171,1965,False,False,False,True,False,False,False
1172,92,False,False,False,False,False,False,False
1173,5601,False,False,False,False,False,False,False
1174,9891,False,False,False,False,False,False,False
1175,7093,False,False,False,False,False,False,False
1176,3609,False,False,False,False,False,False,False
1177,9398,False,False,False,False,False,False,False
1178,496,False,False,False,False,False,False,False
1179,3399,False,False,False,False,False,False,False
1180,10488,False,False,False,False,False,False,True
1181,5899,False,False,False,False,False,False,False
1182,10405,False,False,False,False,False,False,False
1183,1870,False,False,False,False,False,False,False
1184,1472,False,False,False,True,False,False,False
1185,3780,False,False,False,False,False,False,False
1186,10167,False,False,False,False,False,False,False
1187,6685,False,False,False,False,False,False,False
1188,5205,False,False,False,False,False,False,False
1189,3487,False,False,False,False,False,False,False
1190,8806,False,False,False,False,False,False,False
1191,3145,False,False,False,True,False,False,False
1192,1825,False,False,False,False,False,False,False
1193,2221,False,False,False,False,False,False,False
1194,6485,False,False,False,False,False,False,False
1195,6191,False,False,False,False,False,False,False
1196,4065,False,False,False,True,False,False,False
1197,388,False,False,False,False,False,False,False
1198,836,False,False,False,False,False,False,False
1199,6800,False,False,False,False,False,False,False
1200,3396,False,False,False,False,False,False,False
1201,6125,False,False,False,False,False,False,False
1202,2055,False,False,False,False,False,False,False
1203,9226,False,False,False,False,True,False,False
1204,1112,False,False,False,True,False,False,False
1205,5550,False,False,False,False,False,False,False
1206,8703,False,False,False,True,False,False,False
1207,4295,False,False,False,True,False,False,False
1208,3058,False,False,False,False,False,False,False
1209,7801,False,False,False,False,False,False,False
1210,8489,False,False,False,False,False,True,False
1211,4511,False,False,False,True,False,False,False
1212,8497,False,False,False,False,False,False,False
1213,4161,False,False,False,False,False,False,False
1214,3034,False,False,False,True,False,False,False
1215,10568,False,False,False,False,False,False,False
1216,1964,False,False,False,False,False,False,False
1217,416,False,False,False,False,False,False,False
1218,8448,False,False,False,True,False,False,False
1219,9219,False,False,False,False,False,False,False
1220,6423,False,False,False,False,False,False,False
1221,2732,False,False,False,False,False,False,False
1222,3979,False,False,False,True,False,False,False
1223,7536,False,False,False,False,False,False,False
1224,3088,False,False,False,True,False,False,False
1225,5092,False,False,False,True,False,False,False
1226,10732,False,False,False,False,False,False,False
1227,8,False,False,False,False,False,False,False
1228,468,False,False,False,True,False,False,False
1229,4157,False,False,False,True,False,False,False
1230,7021,False,False,False,False,False,False,False
1231,2848,False,False,False,False,False,False,False
1232,5931,False,False,False,False,False,False,False
1233,5011,False,False,False,True,False,False,False
1234,1655,False,False,False,False,False,False,False
1235,8229,False,False,False,False,False,False,False
1236,7342,False,False,False,False,False,False,False
1237,4202,False,False,False,False,False,False,False
1238,3885,False,False,False,False,False,False,False
1239,7308,False,False,False,False,False,False,False
1240,1835,False,False,False,False,False,False,False
1241,9074,False,False,False,False,False,False,False
1242,6178,False,False,False,False,True,False,False
1243,8398,False,False,False,False,False,False,False
1244,5627,False,False,False,True,False,False,False
1245,2412,False,False,False,False,False,True,False
1246,3295,False,False,False,False,False,False,False
1247,10587,False,False,False,False,False,False,False
1248,10445,False,False,False,True,False,False,False
1249,970,False,False,False,False,False,False,False
1250,794,False,False,False,False,False,False,False
1251,730,False,False,False,False,False,False,False
1252,9092,False,False,False,False,False,False,False
1253,3872,False,False,False,False,False,False,False
1254,8911,False,False,False,False,False,False,False
1255,2899,False,False,False,False,False,False,False
1256,9029,False,False,False,False,False,False,False
1257,4802,False,False,False,True,False,False,False
1258,9740,False,False,False,False,False,False,False
1259,6478,False,False,False,False,False,False,False
1260,10521,False,False,False,False,False,False,False
1261,7216,False,False,False,False,False,False,True
1262,704,False,False,False,True,False,False,False
1263,6096,False,False,False,False,False,False,False
1264,2609,False,False,False,False,False,False,False
1265,245,False,False,False,False,False,False,False
1266,4665,False,False,False,False,False,False,False
1267,6123,False,False,False,False,False,False,False
1268,1078,False,False,False,False,False,False,False
1269,5298,False,False,False,False,False,False,False
1270,2232,False,False,False,False,False,False,False
1271,4643,False,False,False,False,False,False,False
1272,5573,False,False,False,False,False,False,False
1273,8281,False,False,False,False,False,False,False
1274,5616,False,False,False,False,False,False,False
1275,3095,False,False,False,False,False,False,False
1276,5221,False,False,False,False,False,False,False
1277,1111,False,False,False,False,False,False,False
1278,9241,False,False,False,False,False,False,False
1279,1597,False,False,False,False,False,False,False
1280,4262,False,False,False,True,False,False,False
1281,1355,False,False,False,False,False,False,False
1282,4889,False,False,False,True,False,False,False
1283,3815,False,False,False,False,False,False,False
1284,2586,False,False,False,False,False,False,False
1285,2301,False,False,False,False,False,False,False
1286,63,False,False,False,False,False,False,False
1287,2996,False,False,False,True,False,False,False
1288,3422,False,False,False,False,False,False,False
1289,7505,False,False,False,False,False,False,False
1290,5322,False,False,False,False,False,False,False
1291,9251,False,False,False,True,False,False,False
1292,4929,False,False,False,False,False,False,False
1293,6148,False,False,False,False,False,False,False
1294,5071,False,False,False,True,False,False,False
1295,7191,False,False,False,False,False,False,False
1296,9293,False,False,False,False,False,False,False
1297,5733,False,False,False,False,False,False,False
1298,1002,False,False,False,False,False,False,False
1299,5786,False,False,False,False,False,False,False
1300,6582,False,False,False,False,False,False,False
1301,10153,False,False,False,False,False,False,False
1302,5389,False,False,False,False,False,False,False
1303,1082,False,False,False,False,False,False,False
1304,1039,False,False,False,False,False,False,False
1305,6927,False,False,False,False,False,False,False
1306,10597,False,False,False,False,False,False,False
1307,1026,False,False,False,False,False,False,False
1308,263,False,False,False,False,False,False,False
1309,10642,False,False,False,False,False,False,False
1310,1247,False,False,False,False,False,False,False
1311,6482,False,False,False,False,True,False,False
1312,2189,False,False,False,False,False,False,False
1313,655,True,False,False,False,False,False,False
1314,623,False,False,False,False,False,False,False
1315,6022,False,False,False,False,False,False,False
1316,3550,False,False,False,True,False,False,False
1317,2025,False,False,False,True,False,False,False
1318,9979,False,False,False,False,False,False,False
1319,2260,False,False,False,False,False,False,False
1320,1373,False,False,False,False,False,False,False
1321,7930,False,False,False,False,False,False,False
1322,6649,False,False,False,False,False,False,False
1323,10273,False,False,False,False,False,False,False
1324,1107,False,False,False,False,False,False,False
1325,2991,False,False,False,False,False,False,False
1326,10540,False,False,False,False,False,False,False
1327,8660,False,False,False,False,False,False,False
1328,7822,False,False,False,False,True,False,False
1329,577,True,False,False,False,False,False,False
1330,5278,False,False,False,False,False,False,False
1331,1530,False,False,False,False,False,False,False
1332,10321,False,False,False,False,False,False,False
1333,1983,False,False,False,False,False,False,False
1334,8625,False,False,False,False,False,False,False
1335,6728,False,False,False,False,False,False,False
1336,2816,False,False,False,False,False,False,False
1337,3100,False,False,False,False,False,False,False
1338,5849,False,False,False,False,False,False,True
1339,3288,False,False,False,True,False,False,False
1340,409,False,False,False,False,False,False,False
1341,2861,False,False,False,False,False,False,True
1342,8900,False,False,False,False,False,False,False
1343,76,False,False,False,False,False,False,False
1344,5414,False,False,False,False,False,False,False
1345,4001,False,False,False,False,False,False,False
1346,2127,False,False,False,False,False,False,False
1347,6437,False,False,False,False,False,False,False
1348,6955,False,False,False,False,False,False,False
1349,6393,False,False,False,False,True,False,False
1350,2592,False,False,False,False,False,False,False
1351,5120,False,False,False,True,False,False,False
1352,10506,False,False,False,False,False,False,False
1353,5140,False,False,False,True,False,False,False
1354,2840,False,False,False,False,False,False,False
1355,1479,False,False,False,False,False,False,False
1356,9234,False,False,False,False,False,False,False
1357,1433,False,False,False,False,False,False,False
1358,6532,False,False,False,False,False,False,False
1359,683,False,False,False,True,False,False,False
1360,4898,False,False,False,True,False,False,False
1361,647,False,False,False,False,False,False,False
1362,9201,False,False,False,False,False,False,False
1363,3528,False,False,False,False,False,False,False
1364,4397,False,False,False,False,False,False,False
1365,1076,True,False,False,False,False,False,False
1366,290,False,False,False,False,False,False,False
1367,2874,False,False,False,False,False,False,False
1368,7108,True,False,False,False,True,False,False
1369,4681,False,False,False,False,False,False,False
1370,3344,False,False,False,False,False,False,False
1371,2417,False,False,False,False,True,False,False
1372,9583,False,False,False,False,False,False,False
1373,7523,False,False,False,False,True,False,False
1374,1904,False,False,False,False,False,False,False
1375,4123,False,False,False,True,False,False,False
1376,7384,False,False,False,False,False,False,True
1377,6347,False,False,False,False,False,False,False
1378,3319,False,False,False,True,False,False,False
1379,5402,False,False,False,False,False,False,False
1380,3547,False,False,False,True,False,False,False
1381,8211,False,False,False,False,False,False,True
1382,6684,False,False,False,False,False,False,False
1383,6260,False,False,False,False,False,False,False
1384,3582,False,False,False,True,False,False,False
1385,3616,False,False,False,True,False,False,False
1386,185,False,False,False,False,False,False,False
1387,8459,False,False,False,False,False,False,False
1388,2168,False,False,False,False,False,False,False
1389,3204,False,False,False,False,False,False,False
1390,3458,False,False,False,False,False,False,False
1391,8249,False,False,False,False,False,False,False
1392,8148,False,False,False,False,False,False,False
1393,19,False,False,False,False,False,False,False
1394,1297,False,False,False,False,False,False,False
1395,6817,False,False,False,False,False,False,False
1396,6157,False,False,False,False,False,False,False
1397,3079,False,False,False,False,False,False,False
1398,9996,False,False,False,False,False,False,False
1399,6464,False,False,False,False,False,False,False
1400,6094,False,False,False,False,False,False,False
1401,8358,False,False,False,False,False,False,False
1402,2678,False,False,False,False,False,False,False
1403,9893,False,False,False,False,False,False,True
1404,4049,False,False,False,False,False,False,False
1405,10020,False,False,False,False,False,False,False
1406,381,False,False,False,False,False,False,False
1407,2157,False,False,False,False,False,False,False
1408,8974,False,False,False,False,False,False,False
1409,10132,False,False,False,True,False,False,False
1410,2737,False,False,False,False,False,False,False
1411,2249,False,False,False,False,True,False,False
1412,5377,False,False,False,False,False,False,False
1413,4113,False,False,False,True,False,False,False
1414,6310,False,False,False,False,False,False,False
1415,2602,False,False,False,False,False,False,False
1416,6947,False,False,False,False,False,False,False
1417,6211,False,False,False,False,False,False,False
1418,3022,False,False,False,True,False,False,False
1419,3045,False,False,False,False,False,False,False
1420,10292,False,False,False,False,False,False,False
1421,5875,False,False,False,False,False,False,False
1422,9537,False,False,False,False,False,False,False
1423,6501,False,False,False,False,False,False,False
1424,7615,False,False,False,False,False,False,False
1425,8982,False,False,False,False,False,False,False
1426,6747,False,False,False,False,False,False,False
1427,9042,False,False,False,False,False,False,False
1428,9904,False,False,False,False,False,False,False
1429,9990,False,False,False,False,False,False,False
1430,6443,False,False,False,False,False,False,False
1431,10736,False,False,False,False,False,False,False
1432,9603,False,False,False,False,False,False,True
1433,10085,False,False,False,False,False,False,False
1434,3833,False,False,False,True,False,False,False
1435,6653,False,False,False,False,False,False,False
1436,4880,False,False,False,True,False,False,False
1437,530,False,False,False,False,False,False,False
1438,1368,False,False,False,False,False,False,False
1439,5778,False,False,False,False,False,False,False
1440,4394,False,False,False,False,False,False,False
1441,3314,False,False,False,True,False,False,False
1442,5916,False,False,False,False,False,False,False
1443,4024,False,False,False,True,False,False,False
1444,1923,False,False,False,False,False,False,False
1445,9733,False,False,False,False,False,False,False
1446,8008,False,False,False,False,False,False,False
1447,3595,False,False,False,False,False,False,False
1448,3520,False,False,False,False,False,False,False
1449,3447,False,False,False,False,False,False,False
